D,F(D),Sigma(D),F(Sigma(D))
33734,-304200,50601,-270466
33735,-55450,12651,-21715
33736,-381924,50604,-348188
33737,-93244,25303,-59507
33738,-149388,50607,-115650
33739,-65634,1582,-31895
33740,-199345,50610,-165605
33741,-146762,25306,-113021
33742,-674614,50613,-640872
33743,-215116,12654,-181373
33744,-2026827,50616,-1993083
33745,-162050,25309,-128305
33746,-122390,50619,-88644
33747,-134366,6328,-100619
33750,-373051,50625,-339301
33751,-240882,12657,-207131
33752,-396176,50628,-362424
33753,-72582,25315,-38829
33754,-112139,50631,-78385
33755,-81340,3165,-47585
33756,-273242,50634,-239486
33757,-146366,25318,-112609
33758,-216193,50637,-182435
33759,-612693,12660,-578934
33761,-131692,25321,-97931
33762,-318877,50643,-285115
33763,-50123,6331,-16360
33764,-417076,50646,-383312
33765,-288426,25324,-254661
33766,-163237,50649,-129471
33767,-92460,12663,-58693
33768,-416022,50652,-382254
33769,-120560,25327,-86791
33771,-476726,792,-442955
33772,-657947,50658,-624175
33773,-106533,25330,-72760
33774,-350621,50661,-316847
33775,-487755,12666,-453980
33776,-931937,50664,-898161
33777,-506500,25333,-472723
33778,-526608,50667,-492830
33779,-108309,6334,-74530
33780,-1220754,50670,-1186974
33781,-1585517,25336,-1551736
33783,-138782,12669,-104999
33784,-721075,50676,-687291
33785,-512944,25339,-479159
33786,-476458,50679,-442672
33787,-155380,3168,-121593
33788,-352131,50682,-318343
33789,-363541,25342,-329752
33793,-443043,25345,-409250
33794,-117569,50691,-83775
33795,-65235,6337,-31440
33796,-250052,50694,-216256
33797,-713506,25348,-679709
33798,-153562,50697,-119764
33799,-57869,12675,-24070
33800,-299431,50700,-265631
33801,-77677,25351,-43876
33802,-587545,50703,-553743
33803,-46878,1585,-13075
33804,-174935,50706,-141131
33805,-185285,25354,-151480
33806,-945601,50709,-911795
33807,-145031,12678,-111224
33808,-831357,50712,-797549
33809,-189361,25357,-155552
33810,-99581,50715,-65771
33811,-81191,6340,-47380
33812,-638981,50718,-605169
33813,-749924,25360,-716111
33814,-174931,50721,-141117
33815,-68983,12681,-35168
33816,-752321,50724,-718505
33817,-109652,25363,-75835
33818,-149284,50727,-115466
33819,-47065,3171,-13246
33821,-155247,25366,-121426
33822,-348348,50733,-314526
33823,-300650,12684,-266827
33825,-314625,25369,-280800
33826,-341186,50739,-307360
33827,-52029,6343,-18202
33828,-501859,50742,-468031
33829,-709403,25372,-675574
33830,-132114,50745,-98284
33831,-76292,12687,-42461
33832,-355004,50748,-321172
33833,-116935,25375,-83102
33834,-340001,50751,-306167
33835,-44345,397,-10510
33836,-201207,50754,-167371
33837,-138661,25378,-104824
33839,-77148,12690,-43309
33841,-303379,25381,-269538
33842,-104370,50763,-70528
33843,-67093,6346,-33250
33845,-1214270,25384,-1180425
33847,-223573,12693,-189726
33849,-69349,25387,-35500
33850,-170031,50775,-136181
33851,-48947,3174,-15096
33852,-249144,50778,-215292
33853,-1037835,25390,-1003982
33854,-330457,50781,-296603
33855,-234372,12696,-200517
33857,-147964,25393,-114107
33858,-101553,50787,-67695
33859,-57712,6349,-23853
33860,-251099,50790,-217239
33862,-302907,50793,-269045
33863,-57568,12699,-23705
33864,-437250,50796,-403386
33865,-231931,25399,-198066
33866,-288288,50799,-254422
33867,-486132,1588,-452265
33868,-170688,50802,-136820
33869,-255700,25402,-221831
33870,-660873,50805,-627003
33871,-107537,12702,-73666
33873,-336090,25405,-302217
33874,-549356,50811,-515482
33875,-1751407,6352,-1717532
33878,-654320,50817,-620442
33879,-72628,12705,-38749
33881,-130510,25411,-96629
33882,-170217,50823,-136335
33883,-52698,3177,-18815
33884,-768578,50826,-734694
33885,-206313,25414,-172428
33886,-352996,50829,-319110
33887,-304981,12708,-271094
33889,-107257,25417,-73368
33890,-146379,50835,-112489
33891,-59945,6355,-26054
33892,-400466,50838,-366574
33893,-166999,25420,-133106
33894,-188716,50841,-154822
33895,-69880,12711,-35985
33896,-793348,50844,-759452
33897,-128914,25423,-95017
33898,-210351,50847,-176453
33899,-34798,795,-899
33900,-250670,50850,-216770
33901,-261346,25426,-227445
33902,-792130,50853,-758228
33903,-285778,12714,-251875
33904,-735868,50856,-701964
33906,-84869,50859,-50963
33907,-142505,6358,-108598
33908,-623707,50862,-589799
33909,-404863,25432,-370954
33910,-319014,50865,-285104
33911,-82356,12717,-48445
33913,-78414,25435,-44501
33914,-450489,50871,-416575
33915,-63912,3180,-29997
33916,-286845,50874,-252929
33917,-270880,25438,-236963
33919,-212828,12720,-178909
33921,-111671,25441,-77750
33922,-195354,50883,-161432
33923,-92827,6361,-58904
33924,-375300,50886,-341376
33925,-241461,25444,-207536
33926,-168122,50889,-134196
33927,-99492,12723,-65565
33928,-454797,50892,-420869
33929,-119375,25447,-85446
33930,-906728,50895,-872798
33931,-91702,1591,-57771
33932,-264889,50898,-230957
33933,-243323,25450,-209390
33935,-115860,12726,-81925
33937,-127519,25453,-93582
33938,-122328,50907,-88390
33939,-93298,6364,-59359
33940,-373180,50910,-339240
33941,-443961,25456,-410020
33942,-428191,50913,-394249
33943,-111802,12729,-77859
33944,-487172,50916,-453228
33945,-123251,25459,-89306
33946,-163033,50919,-129087
33947,-95250,3183,-61303
33948,-700053,50922,-666105
33949,-618800,25462,-584851
33950,-458063,50925,-424113
33951,-380188,12732,-346237
33953,-135443,25465,-101490
33954,-576660,50931,-542706
33955,-87977,6367,-54022
33957,-448547,25468,-414590
33958,-168365,50937,-134407
33959,-117781,12735,-83822
33960,-977212,50940,-943252
33961,-506088,25471,-472127
33962,-766331,50943,-732369
33963,-45211,100,-11248
33964,-240868,50946,-206904
33965,-188430,25474,-154465
33966,-388277,50949,-354311
33967,-178738,12738,-144771
33968,-552392,50952,-518424
33970,-276133,50955,-242163
33971,-238715,6370,-204744
33973,-348997,25480,-315024
33974,-327606,50961,-293632
33975,-281449,12741,-247474
33976,-597043,50964,-563067
33977,-60684,25483,-26707
33979,-41973,3186,-7994
33982,-404245,50973,-370263
33983,-167372,12744,-133389
33985,-135557,25489,-101572
33986,-114158,50979,-80172
33987,-76425,6373,-42438
33988,-234847,50982,-200859
33989,-413833,25492,-379844
33990,-236397,50985,-202407
33991,-59866,12747,-25875
33992,-317106,50988,-283114
33993,-93814,25495,-59821
33994,-150384,50991,-116390
33995,-50510,1594,-16515
33996,-186695,50994,-152699
33997,-133713,25498,-99716
33999,-195653,12750,-161654
34000,-2213572,51000,-2179572
34001,-447890,25501,-413889
34004,-384769,51006,-350765
34006,-930877,51009,-896871
34007,-99841,12753,-65834
34009,-79744,25507,-45735
34010,-119601,51015,-85591
34011,-78876,3189,-44865
34012,-279660,51018,-245648
34013,-140138,25510,-106125
34014,-1030028,51021,-996014
34015,-552582,12756,-518567
34017,-153156,25513,-119139
34019,-51546,6379,-17527
34020,-1194896,51030,-1160876
34021,-325445,25516,-291424
34022,-148364,51033,-114342
34023,-94761,12759,-60738
34024,-956731,51036,-922707
34025,-123074,25519,-89049
34026,-218734,51039,-184708
34027,-41185,798,-7158
34028,-332033,51042,-298005
34029,-102884,25522,-68855
34030,-327560,51045,-293530
34031,-76370,12762,-42339
34034,-91445,51051,-57411
34035,-95686,6382,-61651
34037,-679598,25528,-645561
34039,-135515,12765,-101476
34041,-69822,25531,-35781
34042,-200223,51063,-166181
34044,-409084,51066,-375040
34045,-2332381,25534,-2298336
34046,-358381,51069,-324335
34049,-192775,25537,-158726
34050,-180997,51075,-146947
34051,-143756,6385,-109705
34052,-342348,51078,-308296
34053,-274885,25540,-240832
34054,-232752,51081,-198698
34055,-60219,12771,-26164
34056,-645382,51084,-611326
34057,-80177,25543,-46120
34058,-411101,51087,-377043
34059,-47759,1597,-13700
34060,-257505,51090,-223445
34061,-216997,25546,-182936
34062,-648236,51093,-614174
34063,-86740,12774,-52677
34064,-748600,51096,-714536
34065,-121974,25549,-87909
34066,-100861,51099,-66795
34067,-237580,6388,-203513
34068,-441662,51102,-407594
34069,-1295287,25552,-1261218
34070,-161359,51105,-127289
34071,-73176,12777,-39105
34072,-775764,51108,-741692
34073,-907393,25555,-873320
34074,-947325,51111,-913251
34075,-49299,3195,-15224
34077,-399261,25558,-365184
34078,-211462,51117,-177384
34079,-267475,12780,-233396
34081,-93181,25561,-59100
34082,-119943,51123,-85861
34083,-52623,6391,-18540
34084,-1329597,51126,-1295513
34085,-218354,25564,-184269
34086,-133314,51129,-99228
34087,-66809,12783,-32722
34088,-345582,51132,-311494
34089,-634116,25567,-600027
34090,-753767,51135,-719677
34091,-44286,400,-10195
34092,-193039,51138,-158947
34093,-297650,25570,-263557
34095,-77789,12786,-43694
34096,-618101,51144,-584005
34097,-284679,25573,-250582
34098,-123461,51147,-89363
34099,-85902,6394,-51803
34100,-859591,51150,-825491
34101,-325306,25576,-291205
34102,-266118,51153,-232016
34103,-522681,12789,-488578
34104,-974476,51156,-940372
34105,-69479,25579,-35374
34106,-235993,51159,-201887
34107,-810180,3198,-776073
34108,-202071,51162,-167963
34109,-431809,25582,-397700
34110,-266870,51165,-232760
34111,-354192,12792,-320081
34114,-104075,51171,-69961
34115,-78820,6397,-44705
34116,-241021,51174,-206905
34117,-428924,25588,-394807
34118,-180578,51177,-146460
34119,-66140,12795,-32021
34121,-117418,25591,-83297
34122,-174201,51183,-140079
34123,-162433,1600,-128310
34124,-180115,51186,-145991
34125,-436776,25594,-402651
34127,-179531,12798,-145404
34129,-346265,25597,-312136
34130,-302916,51195,-268786
34131,-656661,6400,-622530
34132,-698790,51198,-664658
34134,-218645,51201,-184511
34135,-105630,12801,-71495
34136,-433206,51204,-399070
34137,-107588,25603,-73451
34138,-147595,51207,-113457
34139,-53877,3201,-19738
34140,-290686,51210,-256546
34141,-174511,25606,-140370
34142,-326285,51213,-292143
34143,-159391,12804,-125248
34145,-98499,25609,-64354
34146,-258523,51219,-224377
34147,-69546,6403,-35399
34148,-418191,51222,-384043
34149,-172193,25612,-138044
34150,-220822,51225,-186672
34151,-79556,12807,-45405
34152,-764665,51228,-730513
34153,-226102,25615,-191949
34154,-308154,51231,-274000
34155,-38881,801,-4726
34156,-342950,51234,-308794
34157,-128699,25618,-94542
34158,-700683,51237,-666525
34159,-102783,12810,-68624
34162,-89330,51243,-55168
34163,-86306,6406,-52143
34165,-505741,25624,-471576
34166,-476606,51249,-442440
34167,-104455,12813,-70288
34169,-65523,25627,-31354
34171,-86972,3204,-52801
34172,-254198,51258,-220026
34173,-729432,25630,-695259
34175,-1303440,12816,-1269265
34177,-141757,25633,-107580
34178,-158682,51267,-124504
34179,-50071,6409,-15892
34180,-1092881,51270,-1058701
34181,-520324,25636,-486143
34182,-1638040,51273,-1603858
34183,-76132,12819,-41949
34184,-280618,51276,-246434
34185,-96165,25639,-61980
34186,-262338,51279,-228152
34187,-39444,1603,-5257
34188,-210304,51282,-176116
34189,-356284,25642,-322095
34191,-107364,12822,-73173
34192,-852920,51288,-818728
34193,-135293,25645,-101100
34194,-98280,51291,-64086
34195,-69031,6412,-34836
34196,-599340,51294,-565144
34197,-582025,25648,-547828
34199,-67223,12825,-33024
34201,-80653,25651,-46452
34202,-120735,51303,-86533
34203,-41966,3207,-7763
34204,-394422,51306,-360218
34205,-730328,25654,-696123
34206,-237568,51309,-203362
34207,-204093,12828,-169886
34209,-82462,25657,-48253
34210,-149020,51315,-114810
34211,-53105,6415,-18894
34212,-645652,51318,-611440
34213,-212201,25660,-177988
34214,-134099,51321,-99885
34215,-73660,12831,-39445
34216,-629002,51324,-594786
34217,-226050,25663,-191833
34218,-402992,51327,-368774
34219,-34671,201,-452
34220,-230045,51330,-195825
34221,-112239,25666,-78018
34222,-433876,51333,-399654
34223,-80613,12834,-46390
34224,-480504,51336,-446280
34225,-667186,25669,-632961
34226,-92002,51339,-57776
34227,-54302,6418,-20075
34229,-380952,25672,-346723
34230,-220671,51345,-186441
34231,-141047,12837,-106816
34232,-849330,51348,-815098
34233,-103709,25675,-69476
34234,-122412,51351,-88178
34235,-84857,3210,-50622
34236,-302023,51354,-267787
34237,-459238,25678,-425001
34238,-736241,51357,-702003
34239,-175911,12840,-141672
34241,-256667,25681,-222426
34242,-148443,51363,-114201
34243,-637529,6421,-603286
34244,-270041,51366,-235797
34246,-829743,51369,-795497
34247,-47341,12843,-13094
34248,-865775,51372,-831527
34249,-85001,25687,-50752
34250,-141997,51375,-107747
34251,-52960,1606,-18709
34252,-181159,51378,-146907
34253,-127778,25690,-93525
34254,-433545,51381,-399291
34255,-377636,12846,-343381
34256,-819342,51384,-785086
34257,-155154,25693,-120897
34258,-110577,51387,-76319
34259,-255645,6424,-221386
34260,-769423,51390,-735163
34261,-717341,25696,-683080
34262,-540615,51393,-506353
34263,-428957,12849,-394694
34264,-707067,51396,-672803
34265,-82557,25699,-48292
34266,-122714,51399,-88448
34267,-60375,3213,-26108
34268,-247267,51402,-212999
34269,-290192,25702,-255923
34270,-361078,51405,-326808
34271,-409371,12852,-375100
34273,-474288,25705,-440015
34274,-532832,51411,-498558
34275,-41405,6427,-7130
34277,-623686,25708,-589409
34278,-183690,51417,-149412
34279,-150401,12855,-116122
34281,-178927,25711,-144646
34282,-368314,51423,-334032
34283,-59885,804,-25602
34285,-98670,25714,-64385
34286,-341978,51429,-307692
34287,-123727,12858,-89440
34288,-820806,51432,-786518
34289,-557644,25717,-523355
34290,-110523,51435,-76233
34291,-88749,6430,-54458
34292,-487483,51438,-453191
34294,-436505,51441,-402211
34295,-184800,12861,-150505
34297,-91903,25723,-57606
34298,-179021,51447,-144723
34299,-104632,3216,-70333
34300,-287501,51450,-253201
34301,-654114,25726,-619813
34302,-693837,51453,-659535
34305,-128138,25729,-93833
34306,-597711,51459,-563405
34307,-52842,6433,-18535
34308,-732201,51462,-697893
34309,-737425,25732,-703116
34310,-142507,51465,-108197
34311,-57095,12867,-22784
34312,-347385,51468,-313073
34313,-77203,25735,-42890
34314,-227369,51471,-193055
34315,-44032,1609,-9717
34316,-175934,51474,-141618
34317,-578408,25738,-544091
34319,-118616,12870,-84297
34321,-177871,25741,-143550
34322,-97533,51483,-63211
34323,-115863,6436,-81540
34324,-346933,51486,-312609
34325,-723693,25744,-689368
34326,-320577,51489,-286251
34327,-231563,12873,-197236
34328,-559332,51492,-525004
34329,-251380,25747,-217051
34330,-291612,51495,-257282
34331,-46527,3219,-12196
34332,-642067,51498,-607735
34333,-334083,25750,-299750
34334,-457895,51501,-423561
34335,-101944,12876,-67609
34337,-95259,25753,-60922
34338,-122222,51507,-87884
34339,-51566,6439,-17227
34340,-1050414,51510,-1016074
34341,-1472568,25756,-1438227
34342,-132863,51513,-98521
34343,-116159,12879,-81816
34344,-367827,51516,-333483
34345,-157417,25759,-123072
34346,-678889,51519,-644543
34347,-35111,403,-764
34348,-185111,51522,-150763
34349,-221423,25762,-187074
34350,-732582,51525,-698232
34351,-93165,12882,-58814
34353,-475198,25765,-440845
34354,-132690,51531,-98336
34355,-94849,6442,-60494
34357,-454043,25768,-419686
34361,-60493,25771,-26132
34362,-144357,51543,-109995
34363,-57866,3222,-23503
34364,-295668,51546,-261304
34365,-366678,25774,-332313
34366,-336305,51549,-301939
34367,-285514,12888,-251147
34369,-433402,25777,-399033
34370,-143015,51555,-108645
34371,-98511,6445,-64140
34372,-300187,51558,-265815
34374,-185260,51561,-150886
34375,-49425,12891,-15050
34376,-383940,51564,-349564
34377,-276939,25783,-242562
34378,-334148,51567,-299770
34379,-42079,1612,-7700
34380,-164255,51570,-129875
34381,-200546,25786,-166165
34383,-1086551,12894,-1052168
34386,-134866,51579,-100480
34387,-137189,6448,-102802
34388,-833903,51582,-799515
34391,-73137,12897,-38746
34392,-533524,51588,-499132
34393,-86417,25795,-52024
34394,-126724,51591,-92330
34395,-48044,3225,-13649
34396,-569451,51594,-535055
34399,-142521,12900,-108122
34401,-101712,25801,-67311
34402,-141425,51603,-107023
34403,-51430,6451,-17027
34404,-384708,51606,-350304
34405,-172217,25804,-137812
34406,-155388,51609,-120982
34407,-61515,12903,-27108
34408,-788926,51612,-754518
34409,-184848,25807,-150439
34410,-267515,51615,-233105
34411,-35806,807,-1395
34412,-263850,51618,-229438
34413,-196645,25810,-162232
34414,-313338,51621,-278924
34415,-185713,12906,-151298
34416,-575873,51624,-541457
34417,-563228,25813,-528811
34418,-86633,51627,-52215
34419,-88963,6454,-54544
34420,-823480,51630,-789060
34421,-359336,25816,-324915
34423,-81301,12909,-46878
34425,-282804,25819,-248379
34426,-246129,51639,-211703
34427,-268083,3228,-233656
34428,-222771,51642,-188343
34430,-1630326,51645,-1595896
34431,-319002,12912,-284571
34433,-339206,25825,-304773
34434,-295373,51651,-260939
34435,-46020,6457,-11585
34436,-681824,51654,-647388
34437,-603629,25828,-569192
34438,-176246,51657,-141808
34439,-101334,12915,-66895
34440,-327535,51660,-293095
34441,-121517,25831,-87076
34442,-382236,51663,-347794
34443,-66998,1615,-32555
34444,-226974,51666,-192530
34445,-229221,25834,-194776
34447,-199469,12918,-165022
34448,-628234,51672,-593786
34449,-138070,25837,-103621
34450,-128031,51675,-93581
34451,-98563,6460,-64112
34452,-599493,51678,-565041
34454,-243783,51681,-209329
34455,-87401,12921,-52946
34456,-1179612,51684,-1145156
34457,-104479,25843,-70022
34458,-144861,51687,-110403
34459,-72190,3231,-37731
34460,-1188155,51690,-1153695
34461,-509997,25846,-475536
34462,-212505,51693,-178043
34463,-132804,12924,-98341
34465,-112989,25849,-78524
34466,-160134,51699,-125668
34467,-209014,6463,-174547
34468,-1198526,51702,-1164058
34469,-581878,25852,-547409
34470,-290614,51705,-256144
34471,-253584,12927,-219113
34472,-429331,51708,-394859
34473,-640907,25855,-606434
34475,-34576,51,-101
34476,-408098,51714,-373622
34477,-248129,25858,-213652
34478,-586481,51717,-552003
34479,-221468,12930,-186989
34480,-507634,51720,-473154
34481,-319437,25861,-284956
34482,-90620,51723,-56138
34483,-52638,6466,-18155
34485,-606657,25864,-572172
34486,-688426,51729,-653940
34487,-369551,12933,-335064
34488,-681512,51732,-647024
34490,-295236,51735,-260746
34492,-385734,51738,-351242
34493,-495331,25870,-460838
34494,-434368,51741,-399874
34495,-203044,12936,-168549
34497,-185744,25873,-151247
34499,-261961,6469,-227462
34501,-436377,25876,-401876
